application_id,stage_name,stage_rank,stage_date,stage_status,days_in_previous_stage
APP00255,Screened,2,2026-06-12,Completed,3
APP00255,Shortlisted,3,2026-06-17,Completed,5
APP00255,Interview 1,4,2026-06-22,Completed,5
APP00255,Interview 2,5,2026-06-28,Completed,6
APP00255,Offer,6,2026-07-01,Completed,3
APP00255,Hired,7,2026-07-09,Completed,8
APP00256,Applied,1,2026-05-02,Completed,
APP00256,Screened,2,2026-05-08,Completed,6
APP00256,Shortlisted,3,2026-05-16,Completed,8
APP00256,Interview 1,4,2026-05-24,Completed,8
APP00256,Interview 2,5,2026-06-02,Completed,9
APP00256,Offer,6,2026-06-11,Completed,9
APP00256,Hired,7,2026-06-13,Completed,2
APP00257,Applied,1,2026-02-10,Completed,
APP00257,Screened,2,2026-02-13,Completed,3
APP00257,Shortlisted,3,2026-02-17,Rejected,4
APP00258,Applied,1,2026-04-28,Completed,
APP00258,Screened,2,2026-05-06,Completed,8
APP00258,Shortlisted,3,2026-05-09,Completed,3
APP00258,Interview 1,4,2026-05-18,Completed,9
APP00258,Interview 2,5,2026-05-24,Completed,6
APP00258,Offer,6,2026-05-27,Completed,3
APP00258,Hired,7,2026-05-29,Completed,2
APP00259,Applied,1,2026-05-02,Completed,
APP00259,Screened,2,2026-05-06,Completed,4
APP00259,Shortlisted,3,2026-05-14,Completed,8
APP00259,Interview 1,4,2026-05-22,Completed,8
APP00259,Interview 2,5,2026-05-24,Rejected,2
APP00260,Applied,1,2026-03-15,Completed,
APP00260,Screened,2,2026-03-17,Completed,2
APP00260,Shortlisted,3,2026-03-20,Rejected,3
APP00261,Applied,1,2026-04-03,Completed,
APP00261,Screened,2,2026-04-12,Completed,9
APP00261,Shortlisted,3,2026-04-17,Rejected,5
APP00262,Applied,1,2026-05-09,Completed,
APP00262,Screened,2,2026-05-17,Rejected,8
APP00263,Applied,1,2026-02-02,Completed,
APP00263,Screened,2,2026-02-09,Completed,7
APP00263,Shortlisted,3,2026-02-11,Completed,2
APP00263,Interview 1,4,2026-02-16,Completed,5
APP00263,Interview 2,5,2026-02-21,Completed,5
APP00263,Offer,6,2026-03-02,Completed,9
APP00263,Hired,7,2026-03-08,Completed,6
APP00264,Applied,1,2026-01-16,Completed,
APP00264,Screened,2,2026-01-21,Completed,5
APP00264,Shortlisted,3,2026-01-30,Completed,9
APP00264,Interview 1,4,2026-02-02,Completed,3
APP00264,Interview 2,5,2026-02-05,Rejected,3
APP00265,Applied,1,2026-03-19,Completed,
APP00265,Screened,2,2026-03-27,Completed,8
APP00265,Shortlisted,3,2026-03-29,Active,2
APP00266,Applied,1,2026-04-07,Completed,
APP00266,Screened,2,2026-04-14,Withdrawn,7
APP00267,Applied,1,2026-01-15,Completed,
APP00267,Screened,2,2026-01-17,Completed,2
APP00267,Shortlisted,3,2026-01-19,Completed,2
APP00267,Interview 1,4,2026-01-24,Completed,5
APP00267,Interview 2,5,2026-01-31,Completed,7
APP00267,Offer,6,2026-02-03,Completed,3
APP00267,Hired,7,2026-02-06,Completed,3
APP00268,Applied,1,2026-03-19,Completed,
APP00268,Screened,2,2026-03-26,Completed,7
APP00268,Shortlisted,3,2026-03-29,Completed,3
APP00268,Interview 1,4,2026-03-31,Active,2
APP00269,Applied,1,2026-04-06,Completed,
APP00269,Screened,2,2026-04-15,Completed,9
APP00269,Shortlisted,3,2026-04-18,Completed,3
APP00269,Interview 1,4,2026-04-20,Completed,2
APP00269,Interview 2,5,2026-04-22,Completed,2
APP00269,Offer,6,2026-04-27,Completed,5
APP00269,Hired,7,2026-05-02,Completed,5
APP00270,Applied,1,2026-05-19,Completed,
APP00270,Screened,2,2026-05-24,Completed,5
APP00270,Shortlisted,3,2026-05-26,Completed,2
APP00270,Interview 1,4,2026-06-02,Rejected,7
APP00271,Applied,1,2026-05-27,Completed,
APP00271,Screened,2,2026-05-31,Completed,4
APP00271,Shortlisted,3,2026-06-02,Completed,2
APP00271,Interview 1,4,2026-06-08,Completed,6
APP00271,Interview 2,5,2026-06-10,Completed,2
APP00271,Offer,6,2026-06-16,Active,6
APP00272,Applied,1,2026-04-30,Completed,
APP00272,Screened,2,2026-05-03,Completed,3
APP00272,Shortlisted,3,2026-05-09,Completed,6
APP00272,Interview 1,4,2026-05-16,Rejected,7
APP00273,Applied,1,2026-06-17,Completed,
APP00273,Screened,2,2026-06-22,Completed,5
APP00273,Shortlisted,3,2026-06-24,Completed,2
APP00273,Interview 1,4,2026-06-30,Rejected,6
APP00274,Applied,1,2026-05-11,Completed,
APP00274,Screened,2,2026-05-19,Completed,8
APP00274,Shortlisted,3,2026-05-25,Completed,6
APP00274,Interview 1,4,2026-05-29,Completed,4
APP00274,Interview 2,5,2026-05-31,Rejected,2
APP00275,Applied,1,2026-02-25,Completed,
APP00275,Screened,2,2026-02-28,Rejected,3
APP00276,Applied,1,2026-05-18,Rejected,
APP00277,Applied,1,2026-02-19,Completed,
APP00277,Screened,2,2026-02-24,Completed,5
APP00277,Shortlisted,3,2026-03-05,Completed,9
APP00277,Interview 1,4,2026-03-12,Completed,7
APP00277,Interview 2,5,2026-03-19,Completed,7
APP00277,Offer,6,2026-03-27,Completed,8
APP00277,Hired,7,2026-04-01,Completed,5
APP00278,Applied,1,2026-05-30,Completed,
APP00278,Screened,2,2026-06-07,Completed,8
APP00278,Shortlisted,3,2026-06-11,Rejected,4
APP00279,Applied,1,2026-04-27,Completed,
APP00279,Screened,2,2026-04-30,Completed,3
APP00279,Shortlisted,3,2026-05-04,Completed,4
APP00279,Interview 1,4,2026-05-06,Completed,2
APP00279,Interview 2,5,2026-05-13,Withdrawn,7
APP00280,Applied,1,2026-04-01,Completed,
APP00280,Screened,2,2026-04-10,Completed,9
APP00280,Shortlisted,3,2026-04-14,Completed,4
APP00280,Interview 1,4,2026-04-18,Rejected,4
APP00281,Applied,1,2026-05-11,Completed,
APP00281,Screened,2,2026-05-19,Rejected,8
APP00282,Applied,1,2026-02-15,Completed,
APP00282,Screened,2,2026-02-21,Completed,6
APP00282,Shortlisted,3,2026-02-28,Completed,7
APP00282,Interview 1,4,2026-03-03,Completed,3
APP00282,Interview 2,5,2026-03-09,Rejected,6
APP00283,Applied,1,2026-06-03,Completed,
APP00283,Screened,2,2026-06-10,Withdrawn,7
APP00284,Applied,1,2026-04-24,Completed,
APP00284,Screened,2,2026-05-03,Completed,9
APP00284,Shortlisted,3,2026-05-11,Active,8
APP00285,Applied,1,2026-03-13,Completed,
APP00285,Screened,2,2026-03-16,Completed,3
APP00285,Shortlisted,3,2026-03-23,Active,7
APP00286,Applied,1,2026-04-27,Completed,
APP00286,Screened,2,2026-05-05,Completed,8
APP00286,Shortlisted,3,2026-05-08,Completed,3
APP00286,Interview 1,4,2026-05-15,Rejected,7
APP00287,Applied,1,2026-05-01,Completed,
APP00287,Screened,2,2026-05-06,Completed,5
APP00287,Shortlisted,3,2026-05-08,Rejected,2
APP00288,Applied,1,2026-02-15,Completed,
APP00288,Screened,2,2026-02-24,Completed,9
APP00288,Shortlisted,3,2026-02-28,Completed,4
APP00288,Interview 1,4,2026-03-06,Rejected,6
APP00289,Applied,1,2026-01-29,Completed,
APP00289,Screened,2,2026-02-06,Completed,8
APP00289,Shortlisted,3,2026-02-09,Rejected,3
APP00290,Applied,1,2026-03-30,Completed,
APP00290,Screened,2,2026-04-07,Completed,8
APP00290,Shortlisted,3,2026-04-12,Rejected,5
APP00291,Applied,1,2026-04-15,Completed,
APP00291,Screened,2,2026-04-23,Completed,8
APP00291,Shortlisted,3,2026-05-01,Completed,8
APP00291,Interview 1,4,2026-05-07,Completed,6
APP00291,Interview 2,5,2026-05-12,Active,5
APP00292,Applied,1,2026-04-08,Completed,
APP00292,Screened,2,2026-04-10,Completed,2
APP00292,Shortlisted,3,2026-04-15,Completed,5
APP00292,Interview 1,4,2026-04-22,Rejected,7
APP00293,Applied,1,2026-02-25,Completed,
APP00293,Screened,2,2026-02-28,Completed,3
APP00293,Shortlisted,3,2026-03-08,Completed,8
APP00293,Interview 1,4,2026-03-17,Completed,9
APP00293,Interview 2,5,2026-03-19,Completed,2
APP00293,Offer,6,2026-03-22,Completed,3
APP00293,Hired,7,2026-03-25,Completed,3
APP00294,Applied,1,2026-05-19,Completed,
APP00294,Screened,2,2026-05-25,Completed,6
APP00294,Shortlisted,3,2026-06-01,Completed,7
APP00294,Interview 1,4,2026-06-09,Completed,8
APP00294,Interview 2,5,2026-06-18,Rejected,9
APP00295,Applied,1,2026-04-08,Completed,
APP00295,Screened,2,2026-04-11,Completed,3
APP00295,Shortlisted,3,2026-04-20,Withdrawn,9
APP00296,Applied,1,2026-04-25,Completed,
APP00296,Screened,2,2026-04-28,Completed,3
APP00296,Shortlisted,3,2026-05-02,Rejected,4
APP00297,Applied,1,2026-01-22,Completed,
APP00297,Screened,2,2026-01-24,Completed,2
APP00297,Shortlisted,3,2026-02-02,Completed,9
APP00297,Interview 1,4,2026-02-08,Rejected,6
APP00298,Applied,1,2026-05-24,Completed,
APP00298,Screened,2,2026-06-02,Completed,9
APP00298,Shortlisted,3,2026-06-05,Completed,3
APP00298,Interview 1,4,2026-06-08,Active,3
APP00299,Applied,1,2026-01-10,Completed,
APP00299,Screened,2,2026-01-18,Completed,8
APP00299,Shortlisted,3,2026-01-26,Rejected,8
APP00300,Applied,1,2026-03-17,Completed,
APP00300,Screened,2,2026-03-21,Completed,4
APP00300,Shortlisted,3,2026-03-25,Completed,4
APP00300,Interview 1,4,2026-03-31,Completed,6
APP00300,Interview 2,5,2026-04-07,Active,7
APP00301,Applied,1,2026-01-18,Completed,
APP00301,Screened,2,2026-01-25,Rejected,7
APP00302,Applied,1,2026-06-02,Completed,
APP00302,Screened,2,2026-06-08,Rejected,6
APP00303,Applied,1,2026-04-05,Completed,
APP00303,Screened,2,2026-04-08,Completed,3
APP00303,Shortlisted,3,2026-04-13,Completed,5
APP00303,Interview 1,4,2026-04-19,Active,6
APP00304,Applied,1,2026-02-23,Completed,
APP00304,Screened,2,2026-02-27,Rejected,4
APP00305,Applied,1,2026-01-20,Completed,
APP00305,Screened,2,2026-01-26,Completed,6
APP00305,Shortlisted,3,2026-01-29,Rejected,3
APP00306,Applied,1,2026-04-09,Completed,
APP00306,Screened,2,2026-04-14,Completed,5
APP00306,Shortlisted,3,2026-04-18,Rejected,4
APP00307,Applied,1,2026-05-24,Completed,
APP00307,Screened,2,2026-05-31,Completed,7
APP00307,Shortlisted,3,2026-06-04,Completed,4
APP00307,Interview 1,4,2026-06-06,Completed,2
APP00307,Interview 2,5,2026-06-11,Completed,5
APP00307,Offer,6,2026-06-16,Completed,5
APP00307,Hired,7,2026-06-18,Completed,2
APP00308,Applied,1,2026-06-05,Completed,
APP00308,Screened,2,2026-06-11,Completed,6
APP00308,Shortlisted,3,2026-06-17,Rejected,6
APP00309,Applied,1,2026-05-01,Completed,
APP00309,Screened,2,2026-05-04,Completed,3
APP00309,Shortlisted,3,2026-05-06,Rejected,2
APP00310,Applied,1,2026-02-15,Withdrawn,
APP00311,Applied,1,2026-05-20,Completed,
APP00311,Screened,2,2026-05-27,Completed,7
APP00311,Shortlisted,3,2026-05-31,Completed,4
APP00311,Interview 1,4,2026-06-07,Rejected,7
APP00312,Applied,1,2026-01-22,Completed,
APP00312,Screened,2,2026-01-24,Completed,2
APP00312,Shortlisted,3,2026-01-30,Completed,6
APP00312,Interview 1,4,2026-02-05,Rejected,6
APP00313,Applied,1,2026-01-23,Completed,
APP00313,Screened,2,2026-01-30,Completed,7
APP00313,Shortlisted,3,2026-02-08,Completed,9
APP00313,Interview 1,4,2026-02-11,Rejected,3
APP00314,Applied,1,2026-02-05,Completed,
APP00314,Screened,2,2026-02-11,Completed,6
APP00314,Shortlisted,3,2026-02-20,Rejected,9
APP00315,Applied,1,2026-05-29,Completed,
APP00315,Screened,2,2026-05-31,Completed,2
APP00315,Shortlisted,3,2026-06-08,Completed,8
APP00315,Interview 1,4,2026-06-12,Completed,4
APP00315,Interview 2,5,2026-06-18,Rejected,6
APP00316,Applied,1,2026-04-30,Completed,
APP00316,Screened,2,2026-05-03,Completed,3
APP00316,Shortlisted,3,2026-05-10,Completed,7
APP00316,Interview 1,4,2026-05-12,Completed,2
APP00316,Interview 2,5,2026-05-16,Withdrawn,4
APP00317,Applied,1,2026-03-06,Completed,
APP00317,Screened,2,2026-03-09,Completed,3
APP00317,Shortlisted,3,2026-03-17,Rejected,8
APP00318,Applied,1,2026-06-01,Completed,
APP00318,Screened,2,2026-06-06,Completed,5
APP00318,Shortlisted,3,2026-06-10,Completed,4
APP00318,Interview 1,4,2026-06-14,Completed,4
APP00318,Interview 2,5,2026-06-18,Rejected,4
APP00319,Applied,1,2026-03-04,Rejected,
APP00320,Applied,1,2026-05-01,Completed,
APP00320,Screened,2,2026-05-08,Completed,7
APP00320,Shortlisted,3,2026-05-12,Completed,4
APP00320,Interview 1,4,2026-05-20,Rejected,8
APP00321,Applied,1,2026-03-02,Completed,
APP00321,Screened,2,2026-03-07,Completed,5
APP00321,Shortlisted,3,2026-03-11,Completed,4
APP00321,Interview 1,4,2026-03-20,Rejected,9
APP00322,Applied,1,2026-04-10,Completed,
APP00322,Screened,2,2026-04-13,Completed,3
APP00322,Shortlisted,3,2026-04-22,Completed,9
APP00322,Interview 1,4,2026-04-25,Completed,3
APP00322,Interview 2,5,2026-05-03,Completed,8
APP00322,Offer,6,2026-05-11,Active,8
APP00323,Applied,1,2026-01-29,Completed,
APP00323,Screened,2,2026-01-31,Completed,2
APP00323,Shortlisted,3,2026-02-07,Rejected,7
APP00324,Applied,1,2026-04-22,Completed,
APP00324,Screened,2,2026-04-29,Completed,7
APP00324,Shortlisted,3,2026-05-05,Completed,6
APP00324,Interview 1,4,2026-05-13,Completed,8
APP00324,Interview 2,5,2026-05-15,Completed,2
APP00324,Offer,6,2026-05-20,Active,5
APP00325,Applied,1,2026-03-30,Completed,
APP00325,Screened,2,2026-04-08,Completed,9
APP00325,Shortlisted,3,2026-04-10,Completed,2
APP00325,Interview 1,4,2026-04-13,Completed,3
APP00325,Interview 2,5,2026-04-16,Completed,3
APP00325,Offer,6,2026-04-19,Completed,3
APP00325,Hired,7,2026-04-27,Completed,8
APP00326,Applied,1,2026-01-13,Completed,
APP00326,Screened,2,2026-01-19,Completed,6
APP00326,Shortlisted,3,2026-01-21,Rejected,2
APP00327,Applied,1,2026-03-11,Completed,
APP00327,Screened,2,2026-03-18,Completed,7
APP00327,Shortlisted,3,2026-03-21,Completed,3
APP00327,Interview 1,4,2026-03-26,Rejected,5
APP00328,Applied,1,2026-06-12,Completed,
APP00328,Screened,2,2026-06-19,Completed,7
APP00328,Shortlisted,3,2026-06-28,Completed,9
APP00328,Interview 1,4,2026-07-02,Rejected,4
APP00329,Applied,1,2026-06-11,Completed,
APP00329,Screened,2,2026-06-18,Completed,7
APP00329,Shortlisted,3,2026-06-24,Completed,6
APP00329,Interview 1,4,2026-06-30,Completed,6
APP00329,Interview 2,5,2026-07-04,Completed,4
APP00329,Offer,6,2026-07-13,Completed,9
APP00329,Hired,7,2026-07-18,Completed,5
APP00330,Applied,1,2026-02-25,Completed,
APP00330,Screened,2,2026-03-05,Completed,8
APP00330,Shortlisted,3,2026-03-13,Completed,8
APP00330,Interview 1,4,2026-03-20,Active,7
APP00331,Applied,1,2026-02-27,Completed,
APP00331,Screened,2,2026-03-07,Completed,8
APP00331,Shortlisted,3,2026-03-13,Completed,6
APP00331,Interview 1,4,2026-03-15,Withdrawn,2
APP00332,Applied,1,2026-02-18,Completed,
APP00332,Screened,2,2026-02-26,Completed,8
APP00332,Shortlisted,3,2026-02-28,Completed,2
APP00332,Interview 1,4,2026-03-07,Completed,7
APP00332,Interview 2,5,2026-03-14,Completed,7
APP00332,Offer,6,2026-03-19,Completed,5
APP00332,Hired,7,2026-03-23,Completed,4
APP00333,Applied,1,2026-01-17,Completed,
APP00333,Screened,2,2026-01-22,Completed,5
APP00333,Shortlisted,3,2026-01-26,Completed,4
APP00333,Interview 1,4,2026-02-04,Active,9
APP00334,Applied,1,2026-04-09,Completed,
APP00334,Screened,2,2026-04-11,Completed,2
APP00334,Shortlisted,3,2026-04-20,Active,9
APP00335,Applied,1,2026-01-11,Completed,
APP00335,Screened,2,2026-01-14,Completed,3
APP00335,Shortlisted,3,2026-01-18,Completed,4
APP00335,Interview 1,4,2026-01-24,Rejected,6
APP00336,Applied,1,2026-01-25,Completed,
APP00336,Screened,2,2026-01-31,Completed,6
APP00336,Shortlisted,3,2026-02-07,Completed,7
APP00336,Interview 1,4,2026-02-13,Rejected,6
APP00337,Applied,1,2026-02-26,Completed,
APP00337,Screened,2,2026-03-04,Completed,6
APP00337,Shortlisted,3,2026-03-13,Rejected,9
APP00338,Applied,1,2026-02-02,Completed,
APP00338,Screened,2,2026-02-08,Completed,6
APP00338,Shortlisted,3,2026-02-12,Completed,4
APP00338,Interview 1,4,2026-02-14,Rejected,2
APP00339,Applied,1,2026-04-07,Completed,
APP00339,Screened,2,2026-04-16,Completed,9
APP00339,Shortlisted,3,2026-04-24,Completed,8
APP00339,Interview 1,4,2026-04-26,Completed,2
APP00339,Interview 2,5,2026-05-02,Completed,6
APP00339,Offer,6,2026-05-04,Completed,2
APP00339,Hired,7,2026-05-09,Completed,5
APP00340,Applied,1,2026-05-10,Completed,
APP00340,Screened,2,2026-05-19,Completed,9
APP00340,Shortlisted,3,2026-05-24,Completed,5
APP00340,Interview 1,4,2026-05-29,Rejected,5
APP00341,Applied,1,2026-01-24,Completed,
APP00341,Screened,2,2026-01-26,Completed,2
APP00341,Shortlisted,3,2026-01-31,Completed,5
APP00341,Interview 1,4,2026-02-05,Completed,5
APP00341,Interview 2,5,2026-02-10,Rejected,5
APP00342,Applied,1,2026-05-29,Completed,
APP00342,Screened,2,2026-06-07,Completed,9
APP00342,Shortlisted,3,2026-06-09,Rejected,2
APP00343,Applied,1,2026-05-07,Completed,
APP00343,Screened,2,2026-05-12,Completed,5
APP00343,Shortlisted,3,2026-05-19,Rejected,7
APP00344,Applied,1,2026-06-10,Completed,
APP00344,Screened,2,2026-06-19,Completed,9
APP00344,Shortlisted,3,2026-06-28,Rejected,9
APP00345,Applied,1,2026-03-19,Completed,
APP00345,Screened,2,2026-03-22,Completed,3
APP00345,Shortlisted,3,2026-03-27,Completed,5
APP00345,Interview 1,4,2026-04-01,Completed,5
APP00345,Interview 2,5,2026-04-05,Withdrawn,4
APP00346,Applied,1,2026-03-09,Completed,
APP00346,Screened,2,2026-03-16,Withdrawn,7
APP00347,Applied,1,2026-04-19,Completed,
APP00347,Screened,2,2026-04-27,Completed,8
APP00347,Shortlisted,3,2026-05-04,Completed,7
APP00347,Interview 1,4,2026-05-08,Completed,4
APP00347,Interview 2,5,2026-05-10,Completed,2
APP00347,Offer,6,2026-05-15,Completed,5
APP00347,Hired,7,2026-05-24,Completed,9
APP00348,Applied,1,2026-01-12,Completed,
APP00348,Screened,2,2026-01-20,Completed,8
APP00348,Shortlisted,3,2026-01-22,Completed,2
APP00348,Interview 1,4,2026-01-25,Rejected,3
APP00349,Applied,1,2026-02-08,Completed,
APP00349,Screened,2,2026-02-14,Completed,6
APP00349,Shortlisted,3,2026-02-20,Completed,6
APP00349,Interview 1,4,2026-02-22,Rejected,2
APP00350,Applied,1,2026-03-27,Completed,
APP00350,Screened,2,2026-04-04,Completed,8
APP00350,Shortlisted,3,2026-04-12,Active,8
APP00351,Applied,1,2026-05-12,Completed,
APP00351,Screened,2,2026-05-21,Completed,9
APP00351,Shortlisted,3,2026-05-27,Completed,6
APP00351,Interview 1,4,2026-06-03,Completed,7
APP00351,Interview 2,5,2026-06-06,Completed,3
APP00351,Offer,6,2026-06-10,Rejected,4
APP00352,Applied,1,2026-01-06,Completed,
APP00352,Screened,2,2026-01-14,Completed,8
APP00352,Shortlisted,3,2026-01-18,Rejected,4
APP00353,Applied,1,2026-05-17,Completed,
APP00353,Screened,2,2026-05-21,Completed,4
APP00353,Shortlisted,3,2026-05-26,Completed,5
APP00353,Interview 1,4,2026-05-30,Rejected,4
APP00354,Applied,1,2026-02-28,Completed,
APP00354,Screened,2,2026-03-05,Completed,5
APP00354,Shortlisted,3,2026-03-12,Completed,7
APP00354,Interview 1,4,2026-03-14,Completed,2
APP00354,Interview 2,5,2026-03-22,Completed,8
APP00354,Offer,6,2026-03-25,Completed,3
APP00354,Hired,7,2026-03-28,Completed,3
APP00355,Applied,1,2026-02-23,Completed,
APP00355,Screened,2,2026-02-28,Completed,5
APP00355,Shortlisted,3,2026-03-03,Completed,3
APP00355,Interview 1,4,2026-03-10,Rejected,7
APP00356,Applied,1,2026-03-21,Completed,
APP00356,Screened,2,2026-03-29,Completed,8
APP00356,Shortlisted,3,2026-04-07,Rejected,9
APP00357,Applied,1,2026-02-06,Completed,
APP00357,Screened,2,2026-02-15,Completed,9
APP00357,Shortlisted,3,2026-02-17,Completed,2
APP00357,Interview 1,4,2026-02-19,Completed,2
APP00357,Interview 2,5,2026-02-27,Completed,8
APP00357,Offer,6,2026-03-03,Completed,4
APP00357,Hired,7,2026-03-05,Completed,2
APP00358,Applied,1,2026-01-08,Rejected,
APP00359,Applied,1,2026-02-10,Completed,
APP00359,Screened,2,2026-02-19,Completed,9
APP00359,Shortlisted,3,2026-02-28,Completed,9
APP00359,Interview 1,4,2026-03-08,Completed,8
APP00359,Interview 2,5,2026-03-15,Completed,7
APP00359,Offer,6,2026-03-20,Active,5
APP00360,Applied,1,2026-03-14,Completed,
APP00360,Screened,2,2026-03-20,Completed,6
APP00360,Shortlisted,3,2026-03-27,Completed,7
APP00360,Interview 1,4,2026-04-05,Completed,9
APP00360,Interview 2,5,2026-04-07,Completed,2
APP00360,Offer,6,2026-04-09,Completed,2
APP00360,Hired,7,2026-04-14,Completed,5
APP00361,Applied,1,2026-02-18,Completed,
APP00361,Screened,2,2026-02-24,Completed,6
APP00361,Shortlisted,3,2026-03-05,Rejected,9
APP00362,Applied,1,2026-03-28,Completed,
APP00362,Screened,2,2026-03-31,Completed,3
APP00362,Shortlisted,3,2026-04-07,Completed,7
APP00362,Interview 1,4,2026-04-13,Completed,6
APP00362,Interview 2,5,2026-04-22,Completed,9
APP00362,Offer,6,2026-04-25,Active,3
APP00363,Applied,1,2026-01-05,Completed,
APP00363,Screened,2,2026-01-07,Withdrawn,2
APP00364,Applied,1,2026-05-16,Completed,
APP00364,Screened,2,2026-05-20,Completed,4
APP00364,Shortlisted,3,2026-05-28,Completed,8
APP00364,Interview 1,4,2026-06-02,Rejected,5
APP00365,Applied,1,2026-01-20,Completed,
APP00365,Screened,2,2026-01-22,Completed,2
APP00365,Shortlisted,3,2026-01-30,Completed,8
APP00365,Interview 1,4,2026-02-03,Completed,4
APP00365,Interview 2,5,2026-02-08,Withdrawn,5
APP00366,Applied,1,2026-02-06,Completed,
APP00366,Screened,2,2026-02-09,Completed,3
APP00366,Shortlisted,3,2026-02-18,Completed,9
APP00366,Interview 1,4,2026-02-23,Completed,5
APP00366,Interview 2,5,2026-02-26,Completed,3
APP00366,Offer,6,2026-03-06,Completed,8
APP00366,Hired,7,2026-03-10,Completed,4
APP00367,Applied,1,2026-01-23,Completed,
APP00367,Screened,2,2026-02-01,Completed,9
APP00367,Shortlisted,3,2026-02-09,Rejected,8
APP00368,Applied,1,2026-03-12,Completed,
APP00368,Screened,2,2026-03-14,Completed,2
APP00368,Shortlisted,3,2026-03-17,Completed,3
APP00368,Interview 1,4,2026-03-26,Completed,9
APP00368,Interview 2,5,2026-04-03,Active,8
APP00369,Applied,1,2026-04-03,Completed,
APP00369,Screened,2,2026-04-10,Completed,7
APP00369,Shortlisted,3,2026-04-19,Completed,9
APP00369,Interview 1,4,2026-04-28,Completed,9
APP00369,Interview 2,5,2026-05-03,Rejected,5
APP00370,Applied,1,2026-04-01,Withdrawn,
APP00371,Applied,1,2026-05-23,Completed,
APP00371,Screened,2,2026-06-01,Completed,9
APP00371,Shortlisted,3,2026-06-04,Completed,3
APP00371,Interview 1,4,2026-06-11,Completed,7
APP00371,Interview 2,5,2026-06-18,Completed,7
APP00371,Offer,6,2026-06-27,Active,9
APP00372,Applied,1,2026-05-10,Completed,
APP00372,Screened,2,2026-05-13,Completed,3
APP00372,Shortlisted,3,2026-05-18,Completed,5
APP00372,Interview 1,4,2026-05-21,Rejected,3
APP00373,Applied,1,2026-03-17,Completed,
APP00373,Screened,2,2026-03-22,Completed,5
APP00373,Shortlisted,3,2026-03-26,Completed,4
APP00373,Interview 1,4,2026-04-01,Active,6
APP00374,Applied,1,2026-04-23,Completed,
APP00374,Screened,2,2026-05-01,Completed,8
APP00374,Shortlisted,3,2026-05-09,Rejected,8
APP00375,Applied,1,2026-04-21,Completed,
APP00375,Screened,2,2026-04-25,Completed,4
APP00375,Shortlisted,3,2026-05-02,Rejected,7
APP00376,Applied,1,2026-01-25,Completed,
APP00376,Screened,2,2026-01-30,Completed,5
APP00376,Shortlisted,3,2026-02-06,Completed,7
APP00376,Interview 1,4,2026-02-11,Withdrawn,5
APP00377,Applied,1,2026-05-24,Completed,
APP00377,Screened,2,2026-05-27,Completed,3
APP00377,Shortlisted,3,2026-06-02,Completed,6
APP00377,Interview 1,4,2026-06-08,Rejected,6
APP00378,Applied,1,2026-03-01,Completed,
APP00378,Screened,2,2026-03-08,Rejected,7
APP00379,Applied,1,2026-04-02,Completed,
APP00379,Screened,2,2026-04-06,Completed,4
APP00379,Shortlisted,3,2026-04-11,Completed,5
APP00379,Interview 1,4,2026-04-16,Completed,5
APP00379,Interview 2,5,2026-04-23,Completed,7
APP00379,Offer,6,2026-05-02,Completed,9
APP00379,Hired,7,2026-05-06,Completed,4
APP00380,Applied,1,2026-05-08,Completed,
APP00380,Screened,2,2026-05-11,Completed,3
APP00380,Shortlisted,3,2026-05-18,Completed,7
APP00380,Interview 1,4,2026-05-27,Completed,9
APP00380,Interview 2,5,2026-05-30,Active,3
APP00381,Applied,1,2026-02-18,Completed,
APP00381,Screened,2,2026-02-22,Completed,4
APP00381,Shortlisted,3,2026-03-01,Completed,7
APP00381,Interview 1,4,2026-03-05,Completed,4
APP00381,Interview 2,5,2026-03-08,Completed,3
APP00381,Offer,6,2026-03-11,Rejected,3
APP00382,Applied,1,2026-04-25,Completed,
APP00382,Screened,2,2026-04-30,Completed,5
APP00382,Shortlisted,3,2026-05-09,Completed,9
APP00382,Interview 1,4,2026-05-14,Completed,5
APP00382,Interview 2,5,2026-05-17,Completed,3
APP00382,Offer,6,2026-05-22,Completed,5
APP00382,Hired,7,2026-05-28,Completed,6
APP00383,Applied,1,2026-04-22,Completed,
APP00383,Screened,2,2026-04-28,Completed,6
APP00383,Shortlisted,3,2026-05-07,Rejected,9
APP00384,Applied,1,2026-02-18,Completed,
APP00384,Screened,2,2026-02-25,Completed,7
APP00384,Shortlisted,3,2026-02-27,Completed,2
APP00384,Interview 1,4,2026-03-01,Completed,2
APP00384,Interview 2,5,2026-03-05,Rejected,4
APP00385,Applied,1,2026-05-27,Completed,
APP00385,Screened,2,2026-05-29,Rejected,2
APP00386,Applied,1,2026-04-10,Rejected,
APP00387,Applied,1,2026-02-22,Completed,
APP00387,Screened,2,2026-03-02,Completed,8
APP00387,Shortlisted,3,2026-03-08,Rejected,6
APP00388,Applied,1,2026-06-03,Completed,
APP00388,Screened,2,2026-06-08,Completed,5
APP00388,Shortlisted,3,2026-06-11,Completed,3
APP00388,Interview 1,4,2026-06-14,Completed,3
APP00388,Interview 2,5,2026-06-20,Completed,6
APP00388,Offer,6,2026-06-23,Completed,3
APP00388,Hired,7,2026-06-26,Completed,3
APP00389,Applied,1,2026-02-21,Withdrawn,
APP00390,Applied,1,2026-01-18,Completed,
APP00390,Screened,2,2026-01-23,Withdrawn,5
